Generert fra Tidsserie;;
;;
;;
;;
;;
;;
;;
;"/ORMSETFOSS/Va
nnstand/MOH/TS
LU/OBS/OPER/T/BUAVATNET_TY1000_BE0102_A
[Meter]";"/ORMSETFOSS/Va
nnstand/MOH/TS
LU/OBS/OPER/T/ORMSETVATN_TY1000_BE0102_A
[Meter]"
02/02/2010 16;329.06;380.29
02/02/2010 17;329.06;380.27
02/02/2010 18;329.06;380.24
02/02/2010 19;329.06;380.24
02/02/2010 20;329.07;380.24
02/02/2010 21;329.07;380.24
02/02/2010 22;329.07;380.24
02/02/2010 23;329.07;380.24
02/02/2010 24;329.07;380.24
03/02/2010 01;329.07;380.24
03/02/2010 02;329.08;380.24
03/02/2010 03;329.08;380.24
03/02/2010 04;329.08;380.24
03/02/2010 05;329.08;380.24
03/02/2010 06;329.08;380.24
03/02/2010 07;329.08;380.24
03/02/2010 08;329.08;380.24
03/02/2010 09;329.08;380.24
03/02/2010 10;329.10;380.24
03/02/2010 11;329.10;380.24
03/02/2010 12;329.10;380.26
03/02/2010 13;329.10;380.26
03/02/2010 14;329.10;380.26
03/02/2010 15;329.10;380.26
03/02/2010 16;329.11;380.26
03/02/2010 17;329.11;380.26
03/02/2010 18;329.11;380.26
03/02/2010 19;329.11;380.26
03/02/2010 20;329.11;380.26
03/02/2010 21;329.12;380.26
03/02/2010 22;329.12;380.26
03/02/2010 23;329.12;380.26
03/02/2010 24;329.12;380.26
04/02/2010 01;329.12;380.26
04/02/2010 02;329.12;380.26
04/02/2010 03;329.12;380.26
04/02/2010 04;329.12;380.26
04/02/2010 05;329.12;380.26
04/02/2010 06;329.14;380.26
04/02/2010 07;329.14;380.26
04/02/2010 08;329.14;380.26
04/02/2010 09;329.14;380.26
04/02/2010 10;329.14;380.26
04/02/2010 11;329.15;380.26
04/02/2010 12;329.15;380.26
04/02/2010 13;329.15;380.26
04/02/2010 14;329.15;380.26
04/02/2010 15;329.15;380.26
04/02/2010 16;329.15;380.26
04/02/2010 17;329.15;380.26
04/02/2010 18;329.16;380.26
04/02/2010 19;329.16;380.26
04/02/2010 20;329.16;380.26
04/02/2010 21;329.16;380.26
04/02/2010 22;329.16;380.26
04/02/2010 23;329.16;380.23
04/02/2010 24;329.16;380.23
05/02/2010 01;329.16;380.23
05/02/2010 02;329.16;380.23
05/02/2010 03;329.16;380.23
05/02/2010 04;329.16;380.23
05/02/2010 05;329.18;380.23
05/02/2010 06;329.17;380.23
05/02/2010 07;329.18;380.23
05/02/2010 08;329.18;380.23
05/02/2010 09;329.18;380.23
05/02/2010 10;329.18;380.23
05/02/2010 11;329.18;380.23
05/02/2010 12;329.19;380.23
05/02/2010 13;329.19;380.23
05/02/2010 14;329.19;380.23
05/02/2010 15;329.19;380.23
05/02/2010 16;329.19;380.23
05/02/2010 17;329.19;380.23
05/02/2010 18;329.19;380.23
05/02/2010 19;329.19;380.23
05/02/2010 20;329.19;380.23
05/02/2010 21;329.19;380.23
05/02/2010 22;329.19;380.23
05/02/2010 23;329.19;380.23
05/02/2010 24;329.19;380.23
06/02/2010 01;329.19;380.23
06/02/2010 02;329.21;380.23
06/02/2010 03;329.21;380.23
06/02/2010 04;329.21;380.23
06/02/2010 05;329.21;380.23
06/02/2010 06;329.21;380.23
06/02/2010 07;329.21;380.23
06/02/2010 08;329.21;380.23
06/02/2010 09;329.21;380.23
06/02/2010 10;329.21;380.23
06/02/2010 11;329.21;380.23
06/02/2010 12;329.21;380.23
06/02/2010 13;329.21;380.23
06/02/2010 14;329.21;380.23
06/02/2010 15;329.23;380.23
06/02/2010 16;329.23;380.23
06/02/2010 17;329.23;380.23
06/02/2010 18;329.23;380.23
06/02/2010 19;329.23;380.23
06/02/2010 20;329.23;380.23
06/02/2010 21;329.23;380.23
06/02/2010 22;329.23;380.23
06/02/2010 23;329.25;380.23
06/02/2010 24;329.25;380.23
07/02/2010 01;329.25;380.23
07/02/2010 02;329.25;380.23
07/02/2010 03;329.25;380.23
07/02/2010 04;329.25;380.23
07/02/2010 05;329.25;380.23
07/02/2010 06;329.25;380.23
07/02/2010 07;329.25;380.23
07/02/2010 08;329.25;380.23
07/02/2010 09;329.25;380.23
07/02/2010 10;329.27;380.23
07/02/2010 11;329.27;380.23
07/02/2010 12;329.27;380.23
07/02/2010 13;329.28;380.23
07/02/2010 14;329.27;380.23
07/02/2010 15;329.28;380.26
07/02/2010 16;329.28;380.26
07/02/2010 17;329.28;380.26
07/02/2010 18;329.28;380.26
07/02/2010 19;329.28;380.26
07/02/2010 20;329.28;380.23
07/02/2010 21;329.28;380.23
07/02/2010 22;329.28;380.23
07/02/2010 23;329.28;380.23
07/02/2010 24;329.30;380.23
08/02/2010 01;329.30;380.23
08/02/2010 02;329.30;380.23
08/02/2010 03;329.30;380.23
08/02/2010 04;329.30;380.23
08/02/2010 05;329.30;380.23
08/02/2010 06;329.30;380.23
08/02/2010 07;329.30;380.23
08/02/2010 08;329.30;380.21
08/02/2010 09;329.32;380.18
08/02/2010 10;329.32;380.18
08/02/2010 11;329.32;380.16
08/02/2010 12;329.32;380.16
08/02/2010 13;329.32;380.16
08/02/2010 14;329.34;380.14
08/02/2010 15;329.34;380.14
08/02/2010 16;329.34;380.12
08/02/2010 17;329.34;380.12
08/02/2010 18;329.34;380.10
08/02/2010 19;329.34;380.10
08/02/2010 20;329.34;380.07
08/02/2010 21;329.34;380.05
08/02/2010 22;329.34;380.05
08/02/2010 23;329.34;380.05
08/02/2010 24;329.34;380.05
09/02/2010 01;329.36;380.05
09/02/2010 02;329.36;380.05
09/02/2010 03;329.36;380.03
09/02/2010 04;329.36;380.03
09/02/2010 05;329.36;380.03
09/02/2010 06;329.36;380.05
09/02/2010 07;329.36;380.03
09/02/2010 08;329.36;380.03
09/02/2010 09;329.36;380.01
09/02/2010 10;329.36;380.01
09/02/2010 11;329.36;379.99
09/02/2010 12;329.37;379.99
09/02/2010 13;329.37;379.99
09/02/2010 14;329.37;379.96
09/02/2010 15;329.38;379.96
09/02/2010 16;329.38;379.96
09/02/2010 17;329.38;379.96
09/02/2010 18;329.38;379.96
09/02/2010 19;329.38;379.96
09/02/2010 20;329.39;379.94
09/02/2010 21;329.39;379.94
09/02/2010 22;329.39;379.94
09/02/2010 23;329.39;379.94
09/02/2010 24;329.39;379.94
10/02/2010 01;329.39;379.94
10/02/2010 02;329.39;379.94
10/02/2010 03;329.39;379.94
10/02/2010 04;329.39;379.94
10/02/2010 05;329.39;379.94
10/02/2010 06;329.39;379.94
10/02/2010 07;329.39;379.94
10/02/2010 08;329.39;379.94
10/02/2010 09;329.41;379.94
10/02/2010 10;329.41;379.92
10/02/2010 11;329.41;379.92
10/02/2010 12;329.41;379.92
10/02/2010 13;329.42;379.92
10/02/2010 14;329.42;379.92
10/02/2010 15;329.42;379.92
10/02/2010 16;329.42;379.92
10/02/2010 17;329.42;379.92
10/02/2010 18;329.43;379.92
10/02/2010 19;329.43;379.92
10/02/2010 20;329.43;379.90
10/02/2010 21;329.43;379.90
10/02/2010 22;329.43;379.90
10/02/2010 23;329.45;379.90
10/02/2010 24;329.45;379.90
11/02/2010 01;329.45;379.90
11/02/2010 02;329.45;379.90
11/02/2010 03;329.45;379.88
11/02/2010 04;329.45;379.88
11/02/2010 05;329.45;379.85
11/02/2010 06;329.47;379.85
11/02/2010 07;329.47;379.83
11/02/2010 08;329.47;379.83
11/02/2010 09;329.47;379.83
11/02/2010 10;329.48;379.80
11/02/2010 11;329.48;379.80
11/02/2010 12;329.48;379.78
11/02/2010 13;329.36;379.79
11/02/2010 14;329.26;379.79
11/02/2010 15;329.15;379.77
11/02/2010 16;329.13;379.77
11/02/2010 17;329.13;379.77
11/02/2010 18;329.13;379.77
11/02/2010 19;329.13;379.77
11/02/2010 20;329.13;379.74
11/02/2010 21;329.13;379.72
11/02/2010 22;329.13;379.72
11/02/2010 23;329.13;379.69
11/02/2010 24;329.13;379.69
12/02/2010 01;329.14;379.69
12/02/2010 02;329.14;379.69
12/02/2010 03;329.14;379.69
12/02/2010 04;329.14;379.69
12/02/2010 05;329.14;379.69
12/02/2010 06;329.14;379.69
12/02/2010 07;329.14;379.67
12/02/2010 08;329.14;379.67
12/02/2010 09;329.14;379.65
12/02/2010 10;329.15;379.65
12/02/2010 11;329.15;379.63
12/02/2010 12;329.16;379.63
12/02/2010 13;329.16;379.61
12/02/2010 14;329.16;379.61
12/02/2010 15;329.16;379.61
12/02/2010 16;329.16;379.61
12/02/2010 17;329.16;379.61
12/02/2010 18;329.16;379.61
12/02/2010 19;329.16;379.58
12/02/2010 20;329.16;379.58
12/02/2010 21;329.18;379.56
12/02/2010 22;329.18;379.56
12/02/2010 23;329.18;379.56
12/02/2010 24;329.18;379.56
13/02/2010 01;329.18;379.56
13/02/2010 02;329.18;379.53
13/02/2010 03;329.19;379.53
13/02/2010 04;329.19;379.53
13/02/2010 05;329.19;379.50
13/02/2010 06;329.19;379.50
13/02/2010 07;329.19;379.48
13/02/2010 08;329.19;379.48
13/02/2010 09;329.21;379.46
13/02/2010 10;329.21;379.46
13/02/2010 11;329.21;379.46
13/02/2010 12;329.21;379.44
13/02/2010 13;329.21;379.44
13/02/2010 14;329.21;379.44
13/02/2010 15;329.23;379.44
13/02/2010 16;329.23;379.44
13/02/2010 17;329.23;379.44
13/02/2010 18;329.23;379.44
13/02/2010 19;329.23;379.44
13/02/2010 20;329.23;379.44
13/02/2010 21;329.23;379.42
13/02/2010 22;329.23;379.42
13/02/2010 23;329.23;379.42
13/02/2010 24;329.23;379.39
14/02/2010 01;329.23;379.39
14/02/2010 02;329.23;379.37
14/02/2010 03;329.25;379.37
14/02/2010 04;329.25;379.35
14/02/2010 05;329.25;379.35
14/02/2010 06;329.25;379.33
14/02/2010 07;329.25;379.33
14/02/2010 08;329.25;379.31
14/02/2010 09;329.25;379.31
14/02/2010 10;329.25;379.31
14/02/2010 11;329.25;379.28
14/02/2010 12;329.25;379.26
14/02/2010 13;329.25;379.26
14/02/2010 14;329.27;379.24
14/02/2010 15;329.27;379.24
14/02/2010 16;329.27;379.24
14/02/2010 17;329.27;379.24
14/02/2010 18;329.28;379.23
14/02/2010 19;329.28;379.22
14/02/2010 20;329.28;379.21
14/02/2010 21;329.28;379.20
14/02/2010 22;329.28;379.19
14/02/2010 23;329.28;379.18
14/02/2010 24;329.28;379.17
15/02/2010 01;329.28;379.16
15/02/2010 02;329.28;379.16
15/02/2010 03;329.28;379.15
15/02/2010 04;329.30;379.14
15/02/2010 05;329.30;379.13
15/02/2010 06;329.30;379.12
15/02/2010 07;329.30;379.11
15/02/2010 08;329.30;379.10
15/02/2010 09;329.30;379.09
15/02/2010 10;329.31;379.08
15/02/2010 11;329.31;379.07
15/02/2010 12;329.31;379.06
15/02/2010 13;329.31;379.05
15/02/2010 14;329.31;379.04
15/02/2010 15;329.32;379.03
15/02/2010 16;329.32;379.02
15/02/2010 17;329.32;379.01
15/02/2010 18;329.32;379.01
15/02/2010 19;329.32;379.00
15/02/2010 20;329.32;378.99
15/02/2010 21;329.32;378.98
15/02/2010 22;329.32;378.97
15/02/2010 23;329.32;378.96
15/02/2010 24;329.32;378.95
16/02/2010 01;329.32;378.94
16/02/2010 02;329.34;378.93
16/02/2010 03;329.34;378.92
16/02/2010 04;329.34;378.91
16/02/2010 05;329.34;378.90
16/02/2010 06;329.34;378.89
16/02/2010 07;329.34;378.88
16/02/2010 08;329.34;378.87
16/02/2010 09;329.34;378.86
16/02/2010 10;329.35;378.86
16/02/2010 11;329.35;378.85
16/02/2010 12;329.35;378.84
16/02/2010 13;329.36;378.83
16/02/2010 14;329.36;378.82
16/02/2010 15;329.36;378.81
16/02/2010 16;329.36;378.80
16/02/2010 17;329.36;378.79
16/02/2010 18;329.36;378.78
16/02/2010 19;329.36;378.77
16/02/2010 20;329.36;378.76
16/02/2010 21;329.36;378.75
16/02/2010 22;329.36;378.74
16/02/2010 23;329.36;378.73
16/02/2010 24;329.36;378.72
17/02/2010 01;329.36;378.72
17/02/2010 02;329.38;378.71
17/02/2010 03;329.38;378.70
17/02/2010 04;329.38;378.69
17/02/2010 05;329.38;378.68
17/02/2010 06;329.38;378.67
17/02/2010 07;329.38;378.66
17/02/2010 08;329.39;378.65
17/02/2010 09;329.39;378.64
17/02/2010 10;329.39;378.63
17/02/2010 11;329.39;378.62
17/02/2010 12;329.39;378.61
17/02/2010 13;329.39;378.60
17/02/2010 14;329.39;378.59
17/02/2010 15;329.39;378.58
17/02/2010 16;329.39;378.56
17/02/2010 17;329.39;378.55
17/02/2010 18;329.39;378.53
17/02/2010 19;329.39;378.51
17/02/2010 20;329.39;378.50
17/02/2010 21;329.39;378.48
17/02/2010 22;329.39;378.47
17/02/2010 23;329.41;378.45
17/02/2010 24;329.41;378.43
18/02/2010 01;329.41;378.42
18/02/2010 02;329.41;378.40
18/02/2010 03;329.41;378.39
18/02/2010 04;329.41;378.37
18/02/2010 05;329.41;378.35
18/02/2010 06;329.41;378.34
18/02/2010 07;329.41;378.32
18/02/2010 08;329.41;378.31
18/02/2010 09;329.41;378.29
18/02/2010 10;329.41;378.27
18/02/2010 11;329.41;378.26
18/02/2010 12;329.43;378.24
18/02/2010 13;329.43;378.23
18/02/2010 14;329.43;378.21
18/02/2010 15;329.43;378.20
18/02/2010 16;329.43;378.18
18/02/2010 17;329.43;378.16
18/02/2010 18;329.43;378.15
18/02/2010 19;329.43;378.15
18/02/2010 20;329.43;378.13
18/02/2010 21;329.43;378.13
18/02/2010 22;329.43;378.13
18/02/2010 23;329.43;378.10
18/02/2010 24;329.43;378.10
19/02/2010 01;329.43;378.08
19/02/2010 02;329.45;378.08
19/02/2010 03;329.45;378.06
19/02/2010 04;329.45;378.06
19/02/2010 05;329.45;378.04
19/02/2010 06;329.45;378.04
19/02/2010 07;329.45;378.02
19/02/2010 08;329.45;377.99
19/02/2010 09;329.45;377.99
19/02/2010 10;329.45;377.97
19/02/2010 11;329.45;377.97
19/02/2010 12;329.46;377.95
19/02/2010 13;329.46;377.93
19/02/2010 14;329.46;377.92
19/02/2010 15;329.46;377.92
19/02/2010 16;329.46;377.92
19/02/2010 17;329.47;377.88
19/02/2010 18;329.47;377.88
19/02/2010 19;329.47;377.86
19/02/2010 20;329.47;377.84
19/02/2010 21;329.47;377.84
19/02/2010 22;329.47;377.84
19/02/2010 23;329.48;377.80
19/02/2010 24;329.47;377.80
20/02/2010 01;329.48;377.78
20/02/2010 02;329.48;377.76
20/02/2010 03;329.48;377.76
20/02/2010 04;329.47;377.74
20/02/2010 05;329.48;377.72
20/02/2010 06;329.48;377.72
20/02/2010 07;329.48;377.69
20/02/2010 08;329.48;377.67
20/02/2010 09;329.48;377.67
20/02/2010 10;329.48;377.65
20/02/2010 11;329.48;377.63
20/02/2010 12;329.48;377.63
20/02/2010 13;329.48;377.61
20/02/2010 14;329.48;377.58
20/02/2010 15;329.48;377.58
20/02/2010 16;329.48;377.56
20/02/2010 17;329.48;377.54
20/02/2010 18;329.48;377.54
20/02/2010 19;329.48;377.52
20/02/2010 20;329.50;377.50
20/02/2010 21;329.50;377.47
20/02/2010 22;329.50;377.47
20/02/2010 23;329.50;377.45
20/02/2010 24;329.50;377.43
21/02/2010 01;329.50;377.43
21/02/2010 02;329.50;377.41
21/02/2010 03;329.50;377.39
21/02/2010 04;329.50;377.39
21/02/2010 05;329.50;377.36
21/02/2010 06;329.50;377.34
21/02/2010 07;329.50;377.34
21/02/2010 08;329.50;377.31
21/02/2010 09;329.50;377.31
21/02/2010 10;329.50;377.29
21/02/2010 11;329.50;377.27
21/02/2010 12;329.50;377.27
21/02/2010 13;329.52;377.23
21/02/2010 14;329.51;377.23
21/02/2010 15;329.52;377.20
21/02/2010 16;329.51;377.20
21/02/2010 17;329.52;377.18
21/02/2010 18;329.52;377.16
21/02/2010 19;329.52;377.14
21/02/2010 20;329.52;377.14
21/02/2010 21;329.52;377.11
21/02/2010 22;329.52;377.09
21/02/2010 23;329.52;377.09
21/02/2010 24;329.52;377.07
22/02/2010 01;329.52;377.07
22/02/2010 02;329.52;377.04
22/02/2010 03;329.52;377.02
22/02/2010 04;329.52;377.02
22/02/2010 05;329.52;377.00
22/02/2010 06;329.52;376.98
22/02/2010 07;329.52;376.98
22/02/2010 08;329.52;376.95
22/02/2010 09;329.52;376.95
22/02/2010 10;329.52;376.92
22/02/2010 11;329.52;376.90
22/02/2010 12;329.54;376.88
22/02/2010 13;329.54;376.86
22/02/2010 14;329.54;376.86
22/02/2010 15;329.54;376.84
22/02/2010 16;329.54;376.81
22/02/2010 17;329.54;376.79
22/02/2010 18;329.54;376.79
22/02/2010 19;329.54;376.77
22/02/2010 20;329.54;376.75
22/02/2010 21;329.54;376.73
22/02/2010 22;329.54;376.73
22/02/2010 23;329.54;376.70
22/02/2010 24;329.54;376.68
23/02/2010 01;329.54;376.68
23/02/2010 02;329.54;376.66
23/02/2010 03;329.54;376.66
23/02/2010 04;329.54;376.64
23/02/2010 05;329.54;376.62
23/02/2010 06;329.54;376.62
23/02/2010 07;329.54;376.59
23/02/2010 08;329.54;376.59
23/02/2010 09;329.55;376.56
23/02/2010 10;329.56;376.54
23/02/2010 11;329.56;376.54
23/02/2010 12;329.56;376.54
23/02/2010 13;329.56;376.51
23/02/2010 14;329.56;376.49
23/02/2010 15;329.56;376.49
23/02/2010 16;329.56;376.47
23/02/2010 17;329.56;376.45
23/02/2010 18;329.56;376.43
23/02/2010 19;329.56;376.43
23/02/2010 20;329.56;376.40
23/02/2010 21;329.56;376.40
23/02/2010 22;329.56;376.38
23/02/2010 23;329.56;376.36
23/02/2010 24;329.56;376.36
24/02/2010 01;329.56;376.34
24/02/2010 02;329.56;376.32
24/02/2010 03;329.56;376.32
24/02/2010 04;329.56;376.29
24/02/2010 05;329.56;376.27
24/02/2010 06;329.56;376.27
24/02/2010 07;329.56;376.25
24/02/2010 08;329.58;376.23
24/02/2010 09;329.58;376.21
24/02/2010 10;329.58;376.21
24/02/2010 11;329.58;376.18
24/02/2010 12;329.59;376.14
24/02/2010 13;329.59;376.14
24/02/2010 14;329.59;376.12
24/02/2010 15;329.59;376.12
24/02/2010 16;329.59;376.10
24/02/2010 17;329.59;376.07
24/02/2010 18;329.59;376.05
24/02/2010 19;329.59;376.03
24/02/2010 20;329.59;376.03
24/02/2010 21;329.59;376.01
24/02/2010 22;329.59;375.99
24/02/2010 23;329.59;375.96
24/02/2010 24;329.59;375.96
25/02/2010 01;329.59;375.94
25/02/2010 02;329.59;375.92
25/02/2010 03;329.59;375.90
25/02/2010 04;329.59;375.90
25/02/2010 05;329.59;375.88
25/02/2010 06;329.59;375.88
25/02/2010 07;329.59;375.85
25/02/2010 08;329.61;375.82
25/02/2010 09;329.61;375.82
25/02/2010 10;329.61;375.79
25/02/2010 11;329.61;375.77
25/02/2010 12;329.61;375.77
25/02/2010 13;329.61;375.74
25/02/2010 14;329.61;375.70
25/02/2010 15;329.61;375.68
25/02/2010 16;329.61;375.66
25/02/2010 17;329.62;375.63
25/02/2010 18;329.62;375.61
25/02/2010 19;329.62;375.59
25/02/2010 20;329.62;375.57
25/02/2010 21;329.62;375.55
25/02/2010 22;329.62;375.52
25/02/2010 23;329.62;375.50
25/02/2010 24;329.62;375.48
26/02/2010 01;329.62;375.48
26/02/2010 02;329.62;375.48
26/02/2010 03;329.63;375.46
26/02/2010 04;329.63;375.44
26/02/2010 05;329.63;375.41
26/02/2010 06;329.63;375.39
26/02/2010 07;329.63;375.41
26/02/2010 08;329.63;375.47
26/02/2010 09;329.63;375.47
26/02/2010 10;329.63;375.47
26/02/2010 11;329.63;375.36
26/02/2010 12;329.63;375.41
26/02/2010 13;329.63;375.44
26/02/2010 14;329.63;375.44
26/02/2010 15;329.63;375.44
26/02/2010 16;329.63;375.44
26/02/2010 17;329.63;375.44
26/02/2010 18;329.63;375.38
26/02/2010 19;329.63;375.31
26/02/2010 20;329.63;375.29
26/02/2010 21;329.63;375.40
26/02/2010 22;329.62;375.40
26/02/2010 23;329.63;375.40
26/02/2010 24;329.63;375.40
27/02/2010 01;329.63;375.40
27/02/2010 02;329.63;375.40
27/02/2010 03;329.63;375.40
27/02/2010 04;329.63;375.40
27/02/2010 05;329.63;375.40
27/02/2010 06;329.63;375.40
27/02/2010 07;329.63;375.40
27/02/2010 08;329.63;375.40
27/02/2010 09;329.63;375.40
27/02/2010 10;329.63;375.40
27/02/2010 11;329.63;375.40
27/02/2010 12;329.63;375.40
27/02/2010 13;329.63;375.40
27/02/2010 14;329.63;375.40
27/02/2010 15;329.63;375.40
27/02/2010 16;329.63;375.40
27/02/2010 17;329.63;375.40
27/02/2010 18;329.65;375.40
27/02/2010 19;329.65;375.40
27/02/2010 20;329.65;375.40
27/02/2010 21;329.65;375.40
27/02/2010 22;329.65;375.40
27/02/2010 23;329.65;375.40
27/02/2010 24;329.65;375.40
28/02/2010 01;329.65;375.40
28/02/2010 02;329.65;375.40
28/02/2010 03;329.65;375.40
28/02/2010 04;329.55;375.46
28/02/2010 05;329.40;375.52
28/02/2010 06;329.40;375.44
28/02/2010 07;329.40;375.44
28/02/2010 08;329.41;375.44
28/02/2010 09;329.41;375.44
28/02/2010 10;329.41;375.44
28/02/2010 11;329.41;375.44
28/02/2010 12;329.41;375.44
28/02/2010 13;329.41;375.44
28/02/2010 14;329.41;375.44
28/02/2010 15;329.41;375.44
28/02/2010 16;329.41;375.44
28/02/2010 17;329.41;375.44
28/02/2010 18;329.41;375.44
28/02/2010 19;329.41;375.44
28/02/2010 20;329.41;375.44
28/02/2010 21;329.41;375.44
28/02/2010 22;329.41;375.44
28/02/2010 23;329.41;375.44
28/02/2010 24;329.42;375.44
01/03/2010 01;329.42;375.44
01/03/2010 02;329.42;375.44
01/03/2010 03;329.43;375.44
01/03/2010 04;329.43;375.44
01/03/2010 05;329.43;375.44
01/03/2010 06;329.43;375.44
01/03/2010 07;329.43;375.44
01/03/2010 08;329.43;375.44
01/03/2010 09;329.43;375.44
01/03/2010 10;329.43;375.44
01/03/2010 11;329.43;375.44
01/03/2010 12;329.43;375.44
01/03/2010 13;329.43;375.44
01/03/2010 14;329.43;375.44
01/03/2010 15;329.44;375.44
01/03/2010 16;329.44;375.44
01/03/2010 17;329.44;375.44
01/03/2010 18;329.44;375.44
01/03/2010 19;329.44;375.33
01/03/2010 20;329.44;375.29
01/03/2010 21;329.44;375.29
01/03/2010 22;329.44;375.32
01/03/2010 23;329.44;375.30
01/03/2010 24;329.45;375.37
02/03/2010 01;329.44;375.43
02/03/2010 02;329.26;375.47
02/03/2010 03;329.11;375.47
02/03/2010 04;328.95;375.50
02/03/2010 05;328.79;375.50
02/03/2010 06;328.61;375.50
02/03/2010 07;328.63;375.41
02/03/2010 08;328.63;375.35
02/03/2010 09;328.63;375.33
02/03/2010 10;328.63;375.28
02/03/2010 11;328.63;375.26
02/03/2010 12;328.63;375.36
02/03/2010 13;328.63;375.38
02/03/2010 14;328.65;375.38
02/03/2010 15;328.65;375.38
02/03/2010 16;328.65;375.38
02/03/2010 17;328.65;375.38
02/03/2010 18;328.65;375.38
02/03/2010 19;328.65;375.38
02/03/2010 20;328.65;375.38
02/03/2010 21;328.65;375.38
02/03/2010 22;328.65;375.38
02/03/2010 23;328.65;375.38
02/03/2010 24;328.66;375.38
03/03/2010 01;328.66;375.38
03/03/2010 02;328.66;375.38
03/03/2010 03;328.66;375.38
03/03/2010 04;328.66;375.38
03/03/2010 05;328.66;375.38
03/03/2010 06;328.66;375.38
03/03/2010 07;328.66;375.25
03/03/2010 08;328.66;375.19
03/03/2010 09;328.67;375.17
03/03/2010 10;328.67;375.33
03/03/2010 11;328.67;375.34
03/03/2010 12;328.67;375.34
03/03/2010 13;328.50;375.43
03/03/2010 14;328.33;375.43
03/03/2010 15;328.16;375.46
03/03/2010 16;328.19;375.38
03/03/2010 17;328.19;375.38
03/03/2010 18;328.19;375.38
03/03/2010 19;328.19;375.23
03/03/2010 20;328.19;375.19
03/03/2010 21;328.19;375.14
03/03/2010 22;328.19;375.33
03/03/2010 23;328.19;375.33
03/03/2010 24;328.21;375.33
04/03/2010 01;328.21;375.33
04/03/2010 02;328.21;375.33
04/03/2010 03;328.21;375.33
04/03/2010 04;328.21;375.33
04/03/2010 05;328.21;375.33
04/03/2010 06;328.21;375.33
04/03/2010 07;328.21;375.20
04/03/2010 08;328.21;375.16
04/03/2010 09;328.21;375.09
04/03/2010 10;328.21;375.05
04/03/2010 11;328.22;375.00
04/03/2010 12;328.22;375.12
04/03/2010 13;328.22;375.25
04/03/2010 14;328.22;375.26
04/03/2010 15;328.22;375.26
04/03/2010 16;328.22;375.26
04/03/2010 17;328.22;375.26
04/03/2010 18;328.22;375.26
04/03/2010 19;328.23;375.11
04/03/2010 20;328.11;375.22
04/03/2010 21;328.03;375.19
04/03/2010 22;328.05;375.23
04/03/2010 23;328.05;375.23
04/03/2010 24;328.05;375.23
05/03/2010 01;328.05;375.23
05/03/2010 02;328.05;375.23
05/03/2010 03;328.05;375.23
05/03/2010 04;328.05;375.23
05/03/2010 05;328.05;375.23
05/03/2010 06;328.06;375.23
05/03/2010 07;328.06;375.23
05/03/2010 08;328.06;375.11
05/03/2010 09;327.99;375.14
05/03/2010 10;327.93;375.14
05/03/2010 11;327.87;375.19
05/03/2010 12;327.89;375.19
05/03/2010 13;327.89;375.21
05/03/2010 14;327.90;375.21
05/03/2010 15;327.90;375.21
05/03/2010 16;327.90;375.21
05/03/2010 17;327.90;375.21
05/03/2010 18;327.90;375.21
05/03/2010 19;327.90;375.21
05/03/2010 20;327.90;375.21
05/03/2010 21;327.90;375.21
05/03/2010 22;327.90;375.21
05/03/2010 23;327.90;375.21
05/03/2010 24;327.90;375.21
06/03/2010 01;327.90;375.21
06/03/2010 02;327.90;375.21
06/03/2010 03;327.90;375.21
06/03/2010 04;327.92;375.21
06/03/2010 05;327.92;375.21
06/03/2010 06;327.92;375.21
06/03/2010 07;327.92;375.21
06/03/2010 08;327.92;375.21
06/03/2010 09;327.92;375.21
06/03/2010 10;327.92;375.21
06/03/2010 11;327.92;375.21
06/03/2010 12;327.92;375.21
06/03/2010 13;327.92;375.21
06/03/2010 14;327.92;375.21
06/03/2010 15;327.92;375.21
06/03/2010 16;327.92;375.21
06/03/2010 17;327.92;375.21
06/03/2010 18;327.92;375.21
06/03/2010 19;327.92;375.21
06/03/2010 20;327.92;375.21
06/03/2010 21;327.92;375.21
06/03/2010 22;327.92;375.21
06/03/2010 23;327.94;375.21
06/03/2010 24;327.94;375.21
07/03/2010 01;327.94;375.21
07/03/2010 02;327.94;375.21
07/03/2010 03;327.95;375.21
07/03/2010 04;327.95;375.21
07/03/2010 05;327.95;375.21
07/03/2010 06;327.95;375.21
07/03/2010 07;327.95;375.21
07/03/2010 08;327.95;375.21
07/03/2010 09;327.95;375.21
07/03/2010 10;327.95;375.21
07/03/2010 11;327.95;375.21
07/03/2010 12;327.95;375.21
07/03/2010 13;327.95;375.21
07/03/2010 14;327.95;375.21
07/03/2010 15;327.95;375.21
07/03/2010 16;327.95;375.21
07/03/2010 17;327.97;375.21
07/03/2010 18;327.97;375.21
07/03/2010 19;327.97;375.24
07/03/2010 20;327.97;375.24
07/03/2010 21;327.97;375.24
07/03/2010 22;327.99;375.24
07/03/2010 23;327.99;375.24
07/03/2010 24;327.91;375.30
08/03/2010 01;327.95;375.25
08/03/2010 02;327.95;375.25
08/03/2010 03;327.97;375.25
08/03/2010 04;327.97;375.25
08/03/2010 05;327.97;375.25
08/03/2010 06;327.97;375.25
08/03/2010 07;328.00;375.25
08/03/2010 08;328.01;375.27
08/03/2010 09;328.01;375.27
08/03/2010 10;328.06;375.27
08/03/2010 11;328.05;375.27
08/03/2010 12;328.06;375.27
